ItemID,Sentiment,SentimentText,text_clean,polarity,subjectivity,sentiment_label,compound,negative,positive,neutral
852,0, depressing day ? http://blip.fm/~6tfp6,depressing http blipfm 6tfp6,-0.6,0.9,Negative,-0.3818,0.464,0.0,0.536
853,0," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !",devstateddd silly iphone deleted jailbreak stuff thats apps,-0.5,0.875,Negative,0.0258,0.0,0.136,0.864
854,0, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!,well ended going dinner with Blase Bridget,0.0,0.0,Neutral,0.2732,0.0,0.259,0.741
855,0, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! ,didnt much sleep again flippin neighbours time work again,0.2,0.2,Positive,0.0,0.0,0.0,1.0
856,0," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!",Didnt some scheming tonight mosh while looking like complete bogan WOOTS,0.1,0.4,Positive,0.3612,0.0,0.2,0.8
857,0, didn't go out last night I fell asleep .... I Suck (not literally),didnt last night fell asleep Suck literally,0.0,0.06666666666666667,Neutral,-0.4404,0.326,0.0,0.674
858,1," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3",Didnt have time updating because busy enjoying this quotlove making sleep with clothes eating bbqquot weather miss this,0.3,0.44999999999999996,Positive,0.4215,0.076,0.162,0.762
859,0, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|,didnt think Netball raining when there take Manee going annoyed,-0.4,0.8,Negative,-0.3818,0.224,0.0,0.776
860,0, Didn't win the twitter contest. BOO,Didnt twitter contest,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
861,0, Dinara lost again in Roland Garros. Why the Safins have to do it hard?,Dinara lost again Roland Garros Safins have hard,-0.2916666666666667,0.5416666666666666,Negative,-0.4019,0.381,0.0,0.619
862,1, dinner &lt; bath &lt; workout &lt; run,dinner bath workout,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
863,1, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria),Diplomatic husband wife quotHow expect remember birthday when never look olderquot normaltusker nehabagoria,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
864,0, dissapointed.,dissapointed,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
865,0, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...,does anybody know statistics homework that have started nobody answering emails about business studies,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
866,0, doesn't know what to get fir a tattoo,doesnt know what tattoo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
867,0, dont feel good ptosis ;),dont feel good ptosis,0.7,0.6000000000000001,Positive,-0.3412,0.445,0.0,0.555
868,1, Don't forget to vote today! http://bit.ly/3MG0r,Dont forget vote today http bitly 3MG0r,0.0,0.0,Neutral,0.1695,0.0,0.217,0.783
869,0,- don't ignore the smell of sizzling skin when you're sitting in the sun! ,dont ignore smell sizzling skin when youre sitting,0.0,0.0,Neutral,0.2755,0.0,0.232,0.768
870,0, dont know whats wrong with me,dont know whats wrong with,-0.5,0.9,Negative,0.3724,0.0,0.39,0.61
871,0, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.,Dont like ending night arguing with over stupid home improvement crap,-0.8,0.9,Negative,-0.797,0.552,0.149,0.298
872,0, don't wanna go to work,dont wanna work,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
873,1, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv,Dayngr TweetWrath think just coined word where that twitter dictionary http trim nyYv,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
874,0, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?,DemonicTurtle guys have last night hope text quizzage tomorrow,0.0,0.06666666666666667,Neutral,0.4404,0.0,0.266,0.734
875,1, @DJWiLLGATES,DJWiLLGATES,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
876,0," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc.",electrograffiti know miss having someone bitch about Brussels trams metro customer service lack quorn,0.0,0.0,Neutral,-0.7717,0.412,0.0,0.588
877,0, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!,ELYSIANFIELDZ CLASS ELYSIANFIELDZAJ ANSWER RONNO4LYFE WORK ROAD PLUSISAPLUS NOLA HUNGRY WITH WITH,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
878,1, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl,essentiallyme Funny fact sween about towns population following tumblr does http trim lCEl,0.125,0.55,Positive,0.4404,0.0,0.195,0.805
879,1," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)",fernandofelman gonna miss really gonna years might visiting Aussie land wish,0.2,0.2,Positive,0.2732,0.12,0.203,0.677
880,0,- @flopearedmule  Guess that's the end of my love affair with emusic.,flopearedmule Guess thats love affair with emusic,0.5,0.6,Positive,0.6369,0.0,0.412,0.588
881,1, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer,Grahamapalooza RoniBryantMusic RobinGrantham BananasMel joetech joecopas2671 britespark r0ckrulez johnnybeane bsideofSoccer,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
882,1,- @hannahradford is taking me to lunch today ,hannahradford taking lunch today,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
883,0, @I_am_delo,Iamdelo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
884,0, @iggigg too busy to see me in London this evening. What is a boy to do?,iggigg busy London this evening What,0.1,0.3,Positive,0.0,0.0,0.0,1.0
885,0, @JeffersonReid is never on Twitter anymore ,JeffersonReid never Twitter anymore,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
886,1, @jessdelight: LMAO @liveguy,jessdelight LMAO liveguy,0.6,1.0,Positive,0.6841,0.0,0.698,0.302
887,1, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq,joeschmitt Twitter maintenance Friday night They really havent been listening they think http trim nDkq,0.2,0.2,Positive,0.0,0.0,0.0,1.0
888,1," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf",johnmaeda doer talker leafy potted plant http trim oBOf,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
889,0, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo),joseke Trent Reznor quits Twitter http migreme 281e trabalhosujo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
890,0,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!,Kerry350 would love meet with yourself angeloys made plans already well another opportunity again soon,0.5,0.6,Positive,0.8442,0.0,0.431,0.569
891,1, @krystynchong that's a lovely compliment. thx much! ,krystynchong thats lovely compliment much,0.35,0.475,Positive,0.7845,0.0,0.697,0.303
892,1, @ksymmonds THANKYOU ,ksymmonds THANKYOU,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
893,0, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###,LAFD UPDATE Correction Dead female LAFD complete Coroner handle Brian Humphrey,-0.03333333333333333,0.32222222222222224,Negative,-0.6486,0.301,0.0,0.699
894,0, @lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy,lazoug KStew still together http bitly cdrcw happy happy Kristen happy,0.8000000000000002,1.0,Positive,0.9022,0.0,0.581,0.419
895,0,- @libraritarian59 Oh no! @donutspy isn't a good link! ,libraritarian59 donutspy isnt good link,0.7,0.6000000000000001,Positive,-0.3412,0.376,0.0,0.624
896,0,"- @littlecharva - if the front wasn't black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn't ",littlecharva front wasnt black both would have white black looks sleek white doesnt,-0.08333333333333333,0.21666666666666667,Negative,0.0,0.0,0.0,1.0
897,0,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April ",littlecharva full voice control making want iPhone will charge fortune contract April,0.35,0.55,Positive,0.0772,0.0,0.106,0.894
898,0, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better,MaMiiTHiCKNESS dont tell suck dyck that always makes feel better,0.5,0.5,Positive,0.6492,0.0,0.399,0.601
899,1,- @MelbourneVixens Awesome 4th quarter ladies! Great game ,MelbourneVixens Awesome quarter ladies Great game,0.4666666666666666,0.7166666666666667,Positive,0.8481,0.0,0.672,0.328
900,0, @monique4ever is messing with my mind.,monique4ever messing with mind,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
901,1, @netfart quite the opposite,netfart quite opposite,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
902,1,"- @nikkofelipe night, and thanks for the call ",nikkofelipe night thanks call,0.2,0.2,Positive,0.4404,0.0,0.492,0.508
903,0, @ohhushaubrey it makes me wanna cry,ohhushaubrey makes wanna,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
904,1," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo",PAN1F OregonMJW know difference Like been long time very long time http trim nJOo,-0.0575,0.46,Negative,0.3612,0.0,0.161,0.839
905,1, @PhillMason @Philoscribe Thank you. I am genuinely grateful,PhillMason Philoscribe Thank genuinely grateful,0.4,0.5,Positive,0.6705,0.0,0.647,0.353
906,1,- @PinkElephant73 So pretty much you look like a candy floss machine today ,PinkElephant73 pretty much look like candy floss machine today,0.225,0.6,Positive,0.6908,0.0,0.449,0.551
907,1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv,prblog steverubel posterous looks like tumblr iPhone looks interesting fold this content http trim nhcv,0.5,0.5,Positive,0.6369,0.0,0.286,0.714
908,0, Dont Wanna Leave NY Today.,Dont Wanna Leave Today,0.0,0.0,Neutral,0.0382,0.0,0.277,0.723
909,0,' dont worry about the for amigos!! there still hangin in there'   &lt;//3  ,dont worry about amigos there still hangin there,0.0,0.0,Neutral,0.3412,0.0,0.256,0.744
910,0, down to 3k in chips.,down chips,-0.15555555555555559,0.2888888888888889,Negative,0.0,0.0,0.0,1.0
911,0," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that...",downloaded movie yesterday having some problem with that thnk deserve that,0.0,0.0,Neutral,-0.4019,0.213,0.0,0.787
912,0, Driving Lizzie to the airport. Say good bye Lizzie.,Driving Lizzie airport good Lizzie,0.7,0.6000000000000001,Positive,0.4404,0.0,0.42,0.58
913,1,-- DT tonight; DT tomorrow day &amp; night   beauty.,tonight tomorrow night beauty,0.0,0.0,Neutral,0.5859,0.0,0.559,0.441
914,0, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.,dude almost just shocked myself Lesson learned never outta shower think electricity wont hate,-0.75,0.8500000000000001,Negative,0.2444,0.119,0.176,0.705
915,0,- eaten some steak!!! im feeling good! much better!! missing my lady though ,eaten some steak feeling good much better missing lady though,0.3333333333333333,0.38333333333333336,Positive,0.6249,0.142,0.471,0.387
916,0, eating my last wizz fizz,eating last wizz fizz,0.0,0.06666666666666667,Neutral,0.0,0.0,0.0,1.0
917,0, ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh,cram this organic chemistry back into head Final tomorrow,0.0,0.5,Neutral,0.0,0.0,0.0,1.0
918,0, eff that bitch at Dunkin Donuts,that bitch Dunkin Donuts,0.0,0.0,Neutral,-0.5859,0.559,0.0,0.441
919,1," elise and melanie are the SHIZ,",elise melanie SHIZ,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
920,0, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!,ellie just text saying quottheyre gona read text they quot WILL SPEAK MCFLY,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
921,0, emotional.,emotional,0.0,0.65,Neutral,0.1531,0.0,1.0,0.0
922,0," Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!",Everton just beat Finals against Chealea well least finals played well,-0.3,0.4,Negative,0.6808,0.0,0.452,0.548
923,0, everton. oh well. lol.,everton well,0.0,0.0,Neutral,0.2732,0.0,0.677,0.323
924,0, every fucking day,every fucking,-0.6,0.8,Negative,0.0,0.0,0.0,1.0
925,0, every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x,every talking gone offline wont able talk till them tomorrow feel lonely,0.2,0.6625,Positive,-0.4588,0.286,0.0,0.714
926,1,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days ,Every often catch reflection think thats cool sonofab todays those days,0.35,0.65,Positive,0.3182,0.0,0.187,0.813
927,0," every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then",every time leave roomi miss bubu sending then gonesame sideits been hapnin dayuniversemxit then,0.0,0.0,Neutral,-0.2023,0.189,0.0,0.811
928,0, everyones drunk but me,everyones drunk,-0.5,1.0,Negative,-0.34,0.706,0.0,0.294
929,0, everyones dying or bordeirlne on SVU ,everyones dying bordeirlne,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
930,0, Exams.....help !,Examshelp,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
931,0, expensive car repairs   ,expensive repairs,-0.5,0.7,Negative,0.0,0.0,0.0,1.0
932,1, Explore twitter,Explore twitter,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
933,0, F%$&amp;ing Red Wings!,amping Wings,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
934,0," failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",failed inspection know pass oven antitip bracket which only sold oven This worse than taxes,-0.3,0.6333333333333333,Negative,-0.7861,0.348,0.0,0.652
935,0, failing at everything i should just give up now....,failing everything should just give,0.0,0.0,Neutral,-0.5106,0.452,0.0,0.548
936,1, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v,Famed Michigan bookstore close doors http umavrevcom bc7v,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
937,0, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day ,famliy going homee have taKE sister hores riding gonna boring,-1.0,1.0,Negative,-0.3182,0.204,0.0,0.796
938,0, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd,Farrah Fawcett dies cancer http bitly OnhYd,0.0,0.0,Neutral,-0.6597,0.423,0.0,0.577
939,0, fcukk you!,fcukk,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
940,0, fedex will be kicked out of the french open ...,fedex will kicked french open,0.0,0.25,Neutral,0.0,0.0,0.0,1.0
941,0, feelin very pessimistic ):,feelin very pessimistic,0.2,0.3,Positive,-0.4201,0.583,0.0,0.417
942,0, feeling a litle sad ,feeling litle,0.0,0.0,Neutral,0.128,0.0,0.6,0.4
943,0, feeling all sad leaving mumbai...,feeling leaving mumbai,0.0,0.0,Neutral,0.128,0.0,0.429,0.571
944,0, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared,feeling down reality setting know should beyond this point still here want follow dreams scared,-0.15555555555555559,0.2888888888888889,Negative,0.1531,0.149,0.284,0.567
945,0, Feels bad for Cali... poor thing.,Feels Cali poor thing,-0.4,0.6,Negative,-0.4767,0.508,0.0,0.492
946,0, female model tortured by prince http://tinyurl.com/mbmanohara,female model tortured prince http tinyurlcom mbmanohara,0.0,0.16666666666666666,Neutral,-0.5574,0.375,0.0,0.625
947,0, ferrets are much cooler than fishes.,ferrets much cooler than fishes,0.2,0.2,Positive,0.0,0.0,0.0,1.0
948,1, FIELD TRIP TODAY  LEAVING NOW :3,FIELD TRIP TODAY LEAVING,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
949,1,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !",finally home bout napp then ready college tomorrow ughhh sooo excited,0.19166666666666665,0.75,Positive,0.5994,0.0,0.353,0.647
950,0, Finally managed to check the Euromillions results......NO ï¿½89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!,Finally managed check Euromillions resultsNO million afraid wellyou gotta,-0.3,0.95,Negative,0.0,0.0,0.0,1.0
951,0," finding out the Hollywood Video i frequent, is not re-model-ing, and is in fact, closed  *cancels account* so much 4 super cheap DVDs",finding Hollywood Video frequent remodeling fact closed cancels account much super cheap DVDs,0.18333333333333335,0.44166666666666665,Positive,0.4588,0.113,0.232,0.655
952,0, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo,PurpleHazeYobi Hope with quotLisaquot Jillian replacement busy getting rosiecakes drunk both,-0.2,0.65,Negative,0.128,0.168,0.203,0.629
953,0, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously,richietachie missed allimma call tomorrowand reduce number tomorrow plsi have phobia that seriously,-0.3333333333333333,0.6666666666666666,Negative,-0.6369,0.387,0.077,0.536
954,1, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle,rickswift followfriday these catch crabs KarlKleese lpjdesign LostZombies pinkraygun BittenbyBooks hippojuicefilm zazzle,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
955,1," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name.",SandyU MightyBoognish kittyireland light with punch Mission Francisco Mexican liqueur seemed name,0.2,0.35,Positive,0.0,0.0,0.0,1.0
956,1," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p",SavageDeath55 super about stupid stuff making feel better,0.011111111111111127,0.7222222222222222,Positive,0.5267,0.224,0.447,0.329
957,0, @sf_giants bullpen loses lead,sfgiants bullpen loses lead,-0.3,0.1,Negative,-0.3182,0.434,0.0,0.566
958,1, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.,ShawnaShameless killavilla anyone else said something,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
959,0, @Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way,Spiralgalaxy YMPtweet mean have best religion only thing that have follow right,0.24330357142857142,0.6308035714285715,Positive,0.6369,0.0,0.276,0.724
960,0, @StephenHDunn bows out of the Raid. &quot;Dunn&quot; his back Inn. Speedy recovery mate.,StephenHDunn bows Raid quotDunnquot back Speedy recovery mate,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
961,1, @stevijean yeahuhh,stevijean yeahuhh,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
962,0," @sylvanus is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot, only to have a flat",sylvanus having worse ever Boss spazzing work finally done with late night photo shoot only have flat,-0.145,0.665,Negative,-0.6705,0.268,0.0,0.732
963,0, @tahninial just called me a cheeseburglar. He made me sad,tahninial just called cheeseburglar made,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
964,0, @taylorswift13 didnt win the first award she was nominated for. Oh well.. Shes tied for most nominations.,taylorswift13 didnt first award nominated well Shes tied most nominations,0.375,0.41666666666666663,Positive,-0.1901,0.22,0.162,0.618
965,0," @Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman",Tellman says quotCrush Commiesquot grandfather Commie Tellman,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
966,0,- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other ,TendaiJoe well none getting here alive would like stay whileI wish people would stop killing each other,-0.012499999999999997,0.3875,Negative,-0.3578,0.324,0.27,0.406
967,0, @the_prodigy AND @NKOTB in Boston 2day Boo!! Roll on summer already!!! x,theprodigy NKOTB Boston 2day Roll summer already,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
968,0, @therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K,therealglambert sorrygot carried away with gossip another note Pass Hippo Birdie koala KRIS xoxo,0.0,0.0,Neutral,0.5106,0.096,0.226,0.678
969,0," @thesmartmama I have no office. I know this is hard to believe, but people don't want to employ me.",thesmartmama have office know this hard believe people dont want employ,-0.2916666666666667,0.5416666666666666,Negative,-0.1833,0.232,0.0,0.768
970,1, @ThisChicsFlava: @DaPrbmChild lmao&lt;3,ThisChicsFlava DaPrbmChild lmaolt3,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
971,0, @tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.,tommcfly when back when next gona need your really good hugs that only friend liam give,0.175,0.4,Positive,0.8712,0.0,0.432,0.568
972,0," @tweetdeck lost my groups, and thats not a good thing with 23k followers ",tweetdeck lost groups thats good thing with followers,0.7,0.6000000000000001,Positive,0.1531,0.205,0.259,0.536
973,0, @WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv,WeeLaura Guardian students reported killed crackdown after violent clashes Iran http bitly wHLBv,-0.5,0.5,Negative,-0.8555,0.433,0.0,0.567
974,0," @YMPtweet @Spiral_galaxy  but so badly no one does , i know that there is more but that's what i got so far",YMPtweet Spiralgalaxy badly does know that there more thats what,-0.09999999999999992,0.5833333333333333,Negative,-0.4767,0.256,0.0,0.744
975,1," @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;",zeldman just said Flickr that wouldnt install quotAs userfocused design goes this exploding colostomy bagquot,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
976,0, __cheer up emo kid.,cheer,0.0,0.0,Neutral,0.5106,0.0,1.0,0.0
977,1, ~ LVATT IS COMMING!!! ~,LVATT COMMING,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
978,0, = next few days,next days,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
979,1, =] happy sunday =] ,happy sunday,0.8,1.0,Positive,0.5719,0.0,0.787,0.213
980,0, 1 dinger in and I so regret popping that pill...,dinger regret popping that pill,0.0,0.0,Neutral,-0.4215,0.412,0.0,0.588
981,0," 1 month of bed by 1:30AM, already failing as you can see",month 30AM already failing,0.0,0.0,Neutral,-0.5106,0.524,0.0,0.476
982,0, 2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type,days havent tlkd amorim kinda stubborn when comes will callnot bugaboo type,0.0,0.0,Neutral,-0.3415,0.18,0.0,0.82
983,0, 2 hear about jon n kate...couples should steer clear of those reality shows! just say no!,hear about katecouples should steer clear those reality shows just,0.10000000000000002,0.3833333333333333,Positive,0.3818,0.0,0.224,0.776
984,1,--- 2009 NCAA National Softball Champions UW Huskies ,2009 NCAA National Softball Champions Huskies,0.0,0.0,Neutral,0.5267,0.0,0.405,0.595
985,0," 2nd item did not arrive, am still waiting for it to show in my aramex web page.",item arrive still waiting show aramex page,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
986,0, Finished my paper!!!!!!!!!! But............   smh,Finished paper,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
987,1, first days are always good..wish my dentist gave me more hours though,first days always goodwish dentist gave more hours though,0.375,0.41666666666666663,Positive,0.0,0.0,0.0,1.0
988,0, fone off....cant talk 2 my love....imu marcus!!!!!,fone offcant talk loveimu marcus,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
989,0," for the fact that *I* didn't get any work done, not that you all did. ",fact that didnt work done that,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
990,0," forgot XBL was off today, was about to check to see if a game was on XBLA that I wanted to buy  oh well, maybe tomorrow",forgot today about check game XBLA that wanted well maybe tomorrow,-0.4,0.4,Negative,0.2732,0.0,0.174,0.826
991,0, found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine,found mosquito bite Those tend really swollen Distracting myself with caffeine,0.2,0.2,Positive,-0.3566,0.199,0.0,0.801
992,1, Found a way to make this Private woot woot,Found make this Private woot woot,0.0,0.375,Neutral,0.6808,0.0,0.583,0.417
993,0, Four more fake people added me. Is this why people don't like Twitter?,Four more fake people added this people dont like Twitter,0.0,0.75,Neutral,-0.6708,0.408,0.0,0.592
994,0, frank iero should be the sexiest vegetarian 2009.,frank iero should sexiest vegetarian 2009,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
995,0," french lost, #fb",french lost,0.0,0.0,Neutral,-0.3182,0.697,0.0,0.303
996,0, fuck man .i hate this. =O. work suckss :'(,fuck hate this work suckss,-0.6000000000000001,0.75,Negative,-0.802,0.706,0.0,0.294
997,0," fuck you, :]",fuck,-0.4,0.6,Negative,-0.5423,1.0,0.0,0.0
998,0,"- fuck, my money is running out &amp; i have no jobs... ",fuck money running have jobs,-0.4,0.6,Negative,-0.5423,0.467,0.0,0.533
999,0, fuck. I am an ugly person.,fuck ugly person,-0.55,0.8,Negative,-0.7783,0.872,0.0,0.128
1000,1, fucking rur mom,fucking,-0.6,0.8,Negative,0.0,0.0,0.0,1.0
